Eigvals	21
0.21946257644013537	0.032519113111237626	0.017287891980161996	0.005493997339742399	0.003632051447884894	0.002862099259144311	0.0015413352397579986	0.0012284985570423087	0.000609437180182173	0.0003945033964830062	0.00020709976126601602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	21
0.7693999815709511	0.11400670416951418	0.06060852828165691	0.019261058174543544	0.0127333797059913	0.010034052971398295	0.005403669838843573	0.004306915477255068	0.002136587307078856	0.0013830645338591442	0.0007260579689079077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	21	21
G1-122	0.06870103200834393	-0.03043334161627769	-0.02615578740525978	0.024283297715235234	0.031942642812728565	0.006920150924622998	0.01278272840191267	0.001751383900324026	-0.0003229536161425254	-0.004255152322427325	-0.0005672270360216502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-153	-0.1171382426748021	-0.003542429537468361	0.03651007385631506	0.010938069103054358	-0.012506413201637128	-0.0026476104267181134	0.0052798515190461935	-0.00016918432925982124	0.009594072631765814	-5.775459195785609e-05	0.003484411743395231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-154	-0.09840437908147921	0.021351112396795463	-0.03570947553606301	-0.00308287116762613	-0.0053531547664274	-0.005953531220104955	-0.003979355724836784	-0.006121374419804859	0.002603685341145192	-0.005620378207937767	-0.004038542284718241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-155	-0.14253948873118505	0.07861046099120064	-0.015152137203699999	-0.002288979763818469	0.011510723125856121	-0.010436511533661005	-0.008207165621832584	0.001509177753799678	0.002914093943832702	-0.0017717939179662716	0.003243959525936719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-156	-0.11139732847695788	0.015683031678495888	-0.0008986622210692418	0.009477684062443974	-0.015492238367602081	0.00311251393080248	-0.003391529937150349	-0.015521483591980457	-0.00949167752542322	-0.0027540864269769167	0.0022472998243141065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-167	0.1091722870066482	-0.04703791564741091	-0.016918525270092688	0.014709418957803883	-0.032421017996549804	-0.011330031270524352	0.000527589232101497	-0.00293126248988105	-0.0037873042965541216	0.00031830717263381755	0.0006493123983203859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-168	0.11806431429469058	-0.010903059470523193	-0.019142490751161634	-0.024661007506996808	-0.015443821162162573	0.024758914121048383	0.007582552801079817	0.0022459782321019557	0.0042825765650892885	0.003450934532308622	0.00029355891174500054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-169	0.13819415869784044	0.014638518164211392	-0.007706505115211899	0.03269206436241786	-0.0003490103439767172	-0.005135087655324181	-0.01118596622966407	0.0060802248127858685	0.009291813323132347	-0.0009350473260836648	-0.0028215022011591944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-17	-0.1325637708980938	0.05031959314063223	-0.011549043885246262	0.0046126970855637685	-0.00100702376826348	0.016679692876253156	0.003996477314764954	0.006150099969551559	-0.00040707450407491007	0.0069794715253654795	-0.0029894332915414205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-170	0.1309257686307274	0.02607404165797454	0.0055592788794524605	-0.004333342270203384	-0.0014131088942293396	0.00045606563278848314	-0.0012709009086161462	-0.004067153402892614	0.0072823593583227954	-0.004013561428549395	0.005235601194519931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
