Eigvals	19
0.9120146924562559	0.7010014561928415	0.47664602836460407	0.28470140489889867	0.07210926013121076	0.0442965885981169	0.023609547978869508	0.012582013437660092	0.0078190600359926	0.002576201273464321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	19
0.35943501873089734	0.2762723820363734	0.18785144093657974	0.11220395422243343	0.028419052324835277	0.017457772647936454	0.009304782466999577	0.004958709846502469	0.0030815775378857857	0.0010153092495564413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	19	19
G1-123	-0.29300168662950055	0.2908557745580728	-0.19191998315680656	0.17124107421954224	0.06918101886326104	0.04738195061569085	-0.007253281523328732	0.0014461971888987176	0.018745229082707354	0.0006998225338880605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-124	-0.23105944829342537	0.2502854589085502	-0.34725067475470106	0.14527341121367046	-0.04921716065696545	-0.06337686655188038	0.0028100286280275913	-0.006560182824102586	-0.013299014325911025	-0.0024698314738957417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-153	-0.036895599160664816	-0.035560519821619285	0.2552720063488834	0.04189939376924283	-0.08557399480508723	-0.0390552128479006	0.024849251253527705	-0.008697848211554586	0.007438958921372531	0.006006532127509892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-154	0.21978969825164396	-0.06806222524624923	0.004683147355565468	0.10061444406232925	0.01668763862430018	-0.0024262602305710444	0.03617492157201959	-0.02307706507986652	-0.016376382946347374	0.013674177418234125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-155	0.05996972862291996	-0.13757922899063585	0.1227274796836377	0.21710874366540744	0.019644615488931594	0.04123316269536014	-0.0747356860528996	0.00558424846508526	-0.021546286798764715	0.01882087013812308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-156	0.10145585267754063	-0.0277473428151029	0.1370586309081199	0.05721890349283587	0.03940814153381307	0.007302626527577719	0.04191559292722119	0.006580683626679457	0.04469627767420365	0.013464798554917601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-17	0.05339814341475696	-0.10134207494759136	0.1763304439252945	0.14865124155364975	0.052627843343077504	-0.0010016706094574319	-0.017031480431667627	-0.0017797350287739266	-0.022046697924892972	-0.02717269990269399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-18	0.457234936126239	0.13384570692604322	-0.15919944829388277	-0.20475693704561085	-0.004231954015876024	-0.003308344790392809	-0.07468600863142924	-0.010512329741743095	-0.0010217807099737275	0.009884605254974255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-61	-0.12704509012421852	-0.25598178646779446	-0.18713251571897355	-0.09457492027192806	-0.04730120191718277	0.015424331651430645	0.011634038957123605	0.042024122256067796	0.014492351008943034	0.006528129021525073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-62	-0.2533193882236712	0.07805721167067715	0.0735186328601764	-0.18898338954266808	0.08992085840033183	-0.06291576771340769	0.023043440413732283	0.02984077905911044	-0.033800040316208355	0.01648304732060401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-63	-0.18223008739665592	-0.17389565820516903	-0.018902154788828687	-0.06392307376122358	0.05489345605166197	0.09976426370110159	-0.005227570030070573	0.009626190357554139	0.016268566686648136	-0.003929238385454503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-64	-0.12015523676364134	-0.2916101127942987	-0.09903614352747948	-0.033203961786660866	-0.05526984785330412	0.03084505998327169	0.04470110061393745	-0.05287481778581612	-0.02622043079675005	0.002860340078414045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-65	-0.0681449050753167	-0.3642695567273974	-0.10094915374243744	-0.0004452267633039684	0.028935316154407704	-0.08329076942230129	-0.03400976758540231	0.005399546254265031	0.012360593228740202	-0.008865319784616982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-66	-0.2988478535165493	-0.002028249882031992	0.11993091483432004	-0.20330605917838585	-0.006151539785874319	-0.0036541541867246997	-0.03765929420271126	-0.035380602072875196	0.011922315479666035	-0.01316309703236346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-710	0.16123675961673278	0.2665081394863821	0.07241531179635034	-0.09656441079835094	0.11233561507230984	0.013196125061876281	0.03784363684342514	-0.012850748947031367	-0.009041366773275338	-0.008292490913992206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-711	-0.06763099885935975	0.2577751877841884	0.15787167997683701	0.005919147705823385	-0.07391628062011533	-0.024347533124636143	-0.019316605641609065	-0.03180576093874787	0.025734664296538826	0.004793332562615593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-712	0.28679311655071915	0.07438734741837454	-0.13033105245379234	-0.057011389808139676	-0.07181383605411175	0.08127705800184307	0.028029018798265776	0.007587759824136476	-0.009199029278291753	-0.009759225216364565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-78	0.3986777418769187	-0.07276539248341513	-0.07452975322209199	0.06393626802638808	0.018175243204731063	-0.07072233015755733	0.023169017086181704	0.017303896053545615	0.01761540758281304	-0.011628492945417216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-79	-0.06022568309446803	0.17912732162901654	0.1894426319698084	-0.009093258752616393	-0.1083339310283107	0.0176743313966776	-0.004250352994341227	0.0581456675451637	-0.016723334091223035	-0.00793525935600307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Biplot	0	0

Site constraints	0	0
